la_code,la_name,spend_resid_median,spend_resid_lag_median,combined_spend_resid_median,spend_resid_q89_lb,spend_resid_lag_q89_lb,combined_spend_resid_q89_lb,spend_resid_q89_ub,spend_resid_lag_q89_ub,combined_spend_resid_q89_ub
E09000018,Hounslow,0.0025296156334379525,0.024353019406428526,0.030353472580697597,-0.2047049391901396,-0.2598152426509036,-0.3139489722370442,0.2460983723102387,0.3364743336675937,0.43546860475863064
E09000019,Islington,-0.006850314547059762,0.1859385620727022,0.17404399156349631,-0.2144865312969076,-0.09148573586737757,-0.15962783567466055,0.17478171794296357,0.536609503971479,0.585437631679485
E09000020,Kensington and Chelsea,5.633890723851829e-6,0.06143248795581478,0.06463019494185784,-0.19896998611288916,-0.20078296297710382,-0.2897906718119765,0.1753276257634304,0.328152513050715,0.3902890840620504
E09000021,Kingston upon Thames,0.011527423738161874,0.07707480168194648,0.09716705750231293,-0.18147276811083016,-0.16042894241525857,-0.21117597494968307,0.21292846611727673,0.3189185746291646,0.4095863401483514
E09000022,Lambeth,-0.044911247835853464,-0.04580870300751337,-0.10949612303524953,-0.31282230565148045,-0.3989760156447019,-0.5309078989879582,0.12585154827516862,0.2652451704461786,0.264735757197533
E09000023,Lewisham,0.01139903951914657,-0.01383956952389203,-0.008328154904775875,-0.20422350618365234,-0.35733803921793467,-0.41029312453041633,0.24067051036992854,0.3265836987128449,0.3974566385963217
E09000024,Merton,0.014204827630964792,0.09292671178791788,0.11968465773500886,-0.1968509615188253,-0.1916555384306915,-0.24837862349571502,0.25384291095908706,0.4584955896623534,0.5215446630719411
E09000025,Newham,0.008039221234508743,0.1324975753094546,0.1518372054365172,-0.1863415275649333,-0.18104214541513147,-0.23264494324662474,0.23024594165673012,0.49989464337483785,0.5479528942547227
E09000026,Redbridge,-0.008931439322136048,-0.05475592452706907,-0.07456214764513965,-0.2185354583625126,-0.38926630149462044,-0.45878999963609374,0.2174981670837799,0.25599057083343246,0.3107980098967253
E09000027,Richmond upon Thames,0.005164443714510578,-0.038590878597265205,-0.025008516915765864,-0.18861061477661495,-0.37422718079564216,-0.44797082193383175,0.2157572767768108,0.25756162858983883,0.36870398087158895
E09000028,Southwark,-0.004451112914336421,-0.0031478167445251354,-0.00550749106185866,-0.20723737608504608,-0.2453492726961834,-0.3506162420259137,0.192280452911213,0.2550769995974561,0.3275108215925121
E09000029,Sutton,-0.0031504323006473498,-0.03458000009105974,-0.047678079622398506,-0.23768074548683168,-0.3685568500126008,-0.4319211633928081,0.19900032069913887,0.2466570805499971,0.30733485802071975
E09000030,Tower Hamlets,0.09759228661500421,-0.10661625747424705,0.004344986194993218,-0.06400938099363253,-0.39712337490556615,-0.3609009643221864,0.364029496483892,0.16871324780348254,0.4009786423270656
E09000031,Waltham Forest,-0.014913740056907852,-0.011344478490270867,-0.03625032034673709,-0.25032001442346763,-0.31908788952125755,-0.42386871675932075,0.19352693268568466,0.31729334464355136,0.3540913864895395
E09000032,Wandsworth,-0.004324314983221714,-0.03804539899836586,-0.04381186969638244,-0.2225736721883499,-0.38940670419653267,-0.45860592301941516,0.2070069191236683,0.3042985387847371,0.3650115085189563
